gender,race,age,age_binary,Bachelor,High School,PhD,Master,Community College,Elite University,Private High School,Public University,Online Institution,Public High School,years_experience,Python,Java,JavaScript,SQL,Git,React,Docker,AWS,Machine Learning,Data Structures,Algorithms,Debugging,Communication,Teamwork,Problem Solving,English,Spanish,French,Mandarin,Arabic,Portuguese,test_score,true_qualification,hiring_score
0,0,22,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,57.8,54.58,16.63
1,0,32,1,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,80.11,81.68,33.87
0,1,31,1,0,0,0,1,0,0,0,0,1,0,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,85.52,75.25,28.9
1,0,28,1,1,0,0,0,0,0,0,0,1,0,8,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,55.83,48.32,20.53
1,1,33,1,1,0,0,0,1,0,0,0,0,0,13,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,90.15,76.91,35.96
0,0,46,1,0,1,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,57.65,45.93,10.77
1,0,39,1,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,87.8,93.98,36.39
0,1,65,0,1,0,0,0,0,0,0,1,0,0,26,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,74.49,72.42,17.37
1,1,36,1,1,0,0,0,0,0,0,0,1,0,12,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,51.44,58.38,26.15
1,1,39,1,1,0,0,0,0,1,0,0,0,0,13,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,100,94.38,40.55
1,1,52,0,1,0,0,0,1,0,0,0,0,0,18,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,95.46,91.21,31.28
0,0,61,0,1,0,0,0,1,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,82.49,68,11.6
0,0,30,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,88.42,66.63,21.45
1,0,37,1,1,0,0,0,1,0,0,0,0,0,13,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,82.87,75.26,28.9
1,1,27,1,1,0,0,0,0,0,0,1,0,0,6,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,100,75.24,35.3
1,0,22,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,53.47,32.5,14.2
0,0,31,1,0,1,0,0,0,0,0,0,0,1,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,99.43,65.36,20.94
0,1,33,1,1,0,0,0,1,0,0,0,0,0,5,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,66.2,61.46,23.38
1,0,33,1,1,0,0,0,1,0,0,0,0,0,7,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,87.5,56.08,23.63
0,0,47,1,1,0,0,0,1,0,0,0,0,0,16,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,71.09,90.06,28.42
1,0,23,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,53.79,54.27,22.91
1,0,42,1,0,0,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,66.99,69.99,26.8
0,0,47,1,0,0,0,1,0,0,0,0,1,0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,80.9,84.69,26.28
0,0,39,1,0,1,0,0,0,0,1,0,0,0,8,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,58.94,46.51,11
1,0,45,1,1,0,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,42.71,60.63,23.05
1,0,54,0,1,0,0,0,0,1,0,0,0,0,29,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,68.42,86.12,25.25
0,0,47,1,1,0,0,0,0,1,0,0,0,0,14,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,63.66,82.74,25.5
0,0,47,1,0,1,0,0,0,0,1,0,0,0,11,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,100,77.3,23.32
1,0,25,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,72.2,52.44,22.18
1,1,43,1,1,0,0,0,0,0,0,1,0,0,14,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,79.25,75.62,33.05
0,0,26,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,97.36,63.45,20.18
1,1,34,1,1,0,0,0,0,0,0,0,1,0,5,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,79.54,66.52,31.81
1,0,38,1,1,0,0,0,0,1,0,0,0,0,13,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,52.73,46.9,17.56
0,1,30,1,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,93.12,73.72,28.29
0,1,22,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,80.88,53.06,20.03
1,0,39,1,0,0,1,0,0,1,0,0,0,0,10,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,60.09,79.79,30.72
1,0,27,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,61.73,51.34,21.74
1,1,43,1,0,0,0,1,0,0,0,0,1,0,19,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,92.13,82.24,35.7
1,0,33,1,0,0,1,0,0,0,0,1,0,0,13,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,65.91,94.7,39.08
0,1,44,1,1,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,76.33,90.68,32.67
1,1,46,1,0,1,0,0,0,0,0,0,0,1,9,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,60.43,69.84,30.74
1,1,22,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,63.27,61.26,29.7
1,0,33,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,97.52,74.05,30.82
0,0,37,1,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,96.83,86.87,27.15
0,0,25,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,45.5,61.18,19.27
1,1,33,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,54.89,68.91,32.76
0,0,62,0,1,0,0,0,0,0,0,1,0,0,23,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,99.11,95.03,22.41
0,1,46,1,0,0,1,0,0,1,0,0,0,0,17,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,73.58,94.43,34.17
0,1,44,1,0,0,0,1,0,1,0,0,0,0,14,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,100,98.73,35.89
1,0,53,0,1,0,0,0,0,0,0,0,1,0,29,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,65.66,73.12,20.05
1,1,43,1,0,0,1,0,0,0,0,1,0,0,11,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,62.24,82.06,35.63
0,0,32,1,1,0,0,0,0,1,0,0,0,0,8,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,79.17,85.86,29.15
0,1,37,1,1,0,0,0,0,1,0,0,0,0,8,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,81.29,70.08,24.43
0,0,30,1,1,0,0,0,0,0,0,0,1,0,3,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,83.84,71.79,23.51
1,1,46,1,0,1,0,0,0,0,1,0,0,0,8,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,93.94,67.96,29.98
1,0,43,1,1,0,0,0,0,0,0,0,1,0,22,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,99.46,93.16,36.06
1,0,35,1,0,1,0,0,0,0,0,0,0,1,7,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,68.2,64.91,24.76
1,1,26,1,1,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,62.35,58.68,28.67
1,0,62,0,0,0,1,0,0,0,0,1,0,0,19,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,100,112.27,35.71
1,0,24,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,56.2,59.43,24.97
1,1,32,1,0,0,0,1,0,0,0,0,1,0,6,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,48.47,66.35,31.74
1,0,48,1,1,0,0,0,0,0,0,1,0,0,15,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,72.12,87.08,33.63
1,1,45,1,1,0,0,0,0,1,0,0,0,0,20,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,68.14,76.85,33.54
1,0,35,1,0,0,1,0,0,0,0,1,0,0,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,60.35,70.32,26.93
0,1,22,1,0,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,70.93,63.9,24.36
1,0,26,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,48.56,45.14,19.26
1,0,61,0,1,0,0,0,0,0,0,0,1,0,17,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,67.06,79.28,22.51
1,1,63,0,1,0,0,0,0,0,0,1,0,0,19,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,62.87,69.27,22.51
1,1,53,0,1,0,0,0,0,1,0,0,0,0,14,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,75.93,82.4,27.76
0,0,29,1,1,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,56,57.44,17.78
0,0,37,1,1,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,100,85.87,26.75
1,1,39,1,1,0,0,0,0,0,0,1,0,0,7,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,64.36,64.78,28.71
0,0,22,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,51.55,64.01,20.41
1,1,47,1,0,0,0,1,0,1,0,0,0,0,14,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,94.64,90.84,39.14
1,0,30,1,0,0,0,1,0,0,0,0,1,0,10,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,91.2,81.21,33.68
1,1,49,1,0,0,0,1,0,1,0,0,0,0,21,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,87.51,90.96,39.18
1,0,23,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,81.35,82.61,34.24
0,0,46,1,0,0,1,0,0,1,0,0,0,0,10,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,78.98,90.18,28.47
0,1,64,0,1,0,0,0,1,0,0,0,0,0,29,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,100,95.89,26.75
0,1,56,0,0,0,0,1,0,0,0,1,0,0,21,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,100,98.31,27.72
1,0,39,1,1,0,0,0,1,0,0,0,0,0,15,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,74.66,69.85,26.74
0,1,30,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,65.06,37.94,13.98
0,0,24,1,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,74.64,63.76,20.3
1,0,28,1,1,0,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,68.97,69.03,28.81
1,0,44,1,1,0,0,0,0,0,0,0,1,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,64.83,66.84,25.53
0,0,35,1,1,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,79.09,74.64,22.26
1,1,36,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,87.71,71.19,31.27
0,1,62,0,1,0,0,0,0,0,0,0,1,0,23,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,77.94,85.36,22.54
1,0,41,1,1,0,0,0,0,0,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,87.12,74.69,28.68
1,1,36,1,1,0,0,0,1,0,0,0,0,0,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,50.9,69.39,30.56
0,1,56,0,0,0,0,1,0,0,0,1,0,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,100,93.66,25.87
1,0,51,0,0,0,0,1,0,1,0,0,0,0,16,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,63.99,83.09,24.03
1,1,26,1,0,0,1,0,0,0,0,1,0,0,6,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,82.52,89.35,40.94
1,1,23,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,88.29,83.17,38.47
0,0,45,1,0,0,0,1,0,0,0,1,0,0,14,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,50.97,70.27,20.51
0,0,45,1,0,0,0,1,0,1,0,0,0,0,10,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,100,95.86,30.74
1,1,41,1,0,1,0,0,0,0,1,0,0,0,9,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,64.61,48.13,22.05
1,1,47,1,0,1,0,0,0,0,0,0,0,1,14,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,91.27,69.5,30.6
1,1,53,0,1,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,63.72,67.37,21.75
0,1,35,1,0,0,1,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,69.01,70.13,24.45
1,1,62,0,0,0,0,1,0,0,0,1,0,0,17,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,88.43,89.43,30.57
1,0,41,1,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,62.52,43.91,16.36
1,1,42,1,0,1,0,0,0,0,1,0,0,0,11,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,65.25,59.41,26.56
1,0,29,1,1,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,78.1,75.72,31.49
0,1,62,0,0,1,0,0,0,0,1,0,0,0,19,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,76.63,69.72,16.29
1,0,31,1,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,45.61,45.44,19.37
0,0,42,1,1,0,0,0,0,0,0,0,1,0,7,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,88.79,86.11,26.84
0,0,52,0,0,0,1,0,0,0,0,1,0,0,15,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,47.71,79.42,16.17
1,0,47,1,0,0,0,1,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,68.84,69.13,26.45
1,1,34,1,1,0,0,0,0,1,0,0,0,0,6,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,53.81,69.12,32.85
1,1,42,1,1,0,0,0,0,0,0,0,1,0,7,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,66.11,62.69,27.88
1,1,23,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,73.47,64.78,31.11
1,1,29,1,0,1,0,0,0,0,1,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,98.98,71.13,33.65
0,1,60,0,1,0,0,0,0,0,0,1,0,0,21,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,51.91,55.97,10.79
1,1,41,1,1,0,0,0,0,0,0,0,1,0,13,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,82.51,63.07,28.03
1,1,33,1,1,0,0,0,0,0,0,0,1,0,4,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,75.92,72.66,34.27
1,1,34,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,70.71,67.88,32.35
1,1,32,1,1,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,52.13,63.54,30.61
0,0,49,1,0,0,0,1,0,0,0,0,1,0,17,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69.13,82.01,25.2
0,0,24,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,74.8,65.53,21.01
1,1,33,1,1,0,0,0,0,0,0,1,0,0,4,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,95.62,60.24,29.3
0,0,27,1,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,81.22,93.88,32.35
1,1,65,0,1,0,0,0,0,0,0,0,1,0,28,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,30.89,61.9,19.56
1,0,39,1,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,68.85,70.51,27
0,1,30,1,0,0,1,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,82.7,96.11,37.25
1,0,36,1,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,83.77,83.79,32.32
1,1,29,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,72.83,55.14,27.25
0,1,54,0,1,0,0,0,0,1,0,0,0,0,17,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,68.05,77.87,19.55
0,0,26,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,63.56,39.7,10.68
0,1,54,0,1,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,51.89,65.54,14.62
0,0,31,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,77.76,79.15,26.46
0,1,42,1,0,0,0,1,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,78.55,93.05,33.62
1,0,33,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,68.86,63.39,26.56
1,1,43,1,0,1,0,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,89.33,66.03,29.21
0,1,32,1,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,70.44,59.53,22.61
1,0,54,0,1,0,0,0,0,0,0,1,0,0,15,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,71.61,84.77,24.71
1,0,35,1,1,0,0,0,0,0,0,1,0,0,13,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,88.89,93.83,36.33
0,0,37,1,1,0,0,0,0,0,0,0,1,0,13,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,78.05,70.19,20.48
1,1,63,0,1,0,0,0,0,1,0,0,0,0,18,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,40.56,59.85,18.74
1,0,27,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,69.05,73.93,30.77
1,0,30,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,87.27,75.03,31.21
1,0,31,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,77.88,68.06,28.42
1,1,31,1,1,0,0,0,0,0,0,0,1,0,8,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,67.3,63.81,30.72
1,0,38,1,0,1,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,83.07,63.3,24.12
0,1,45,1,0,0,0,1,0,0,0,1,0,0,15,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,75.29,95.77,34.71
1,1,27,1,0,0,0,1,0,0,0,0,1,0,5,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,42.58,61.95,29.98
1,1,44,1,0,0,1,0,0,0,0,1,0,0,13,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,78.66,90.71,39.08
1,1,28,1,1,0,0,0,0,0,0,1,0,0,8,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,100,81.24,37.7
1,0,60,0,0,0,0,1,0,0,0,1,0,0,22,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,78.46,80.73,23.09
1,0,42,1,1,0,0,0,1,0,0,0,0,0,9,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,79.89,70.04,26.82
1,0,29,1,1,0,0,0,1,0,0,0,0,0,3,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,82,74.65,31.06
1,1,27,1,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,58.66,58.55,28.62
1,1,40,1,0,0,0,1,0,0,0,0,1,0,10,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,69.64,74.64,32.66
1,1,33,1,1,0,0,0,0,1,0,0,0,0,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,81.72,81.14,37.66
0,1,54,0,0,0,1,0,0,0,0,1,0,0,12,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,81.93,107.96,31.59
0,0,23,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,75.4,73.51,24.2
0,1,36,1,0,0,0,1,0,0,0,1,0,0,11,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,55.6,65.07,22.43
0,1,26,1,0,1,0,0,0,0,0,0,0,1,4,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,84.28,61.31,23.33
0,1,22,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,78.99,69.05,26.42
0,1,34,1,1,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,54.84,42.3,15.72
0,0,35,1,1,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,86.86,56.33,14.93
1,1,64,0,0,1,0,0,0,0,0,0,0,1,28,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,52.11,61.96,19.58
1,1,59,0,1,0,0,0,0,0,0,0,1,0,22,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,83.77,97.26,33.7
0,1,24,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,96.17,74.03,28.41
